FECHA_PROCESO	CUENTA_CONTABLE	COD_1	COD_2	COD_4	COD_6	COD_8	COD_11	NOM_CUENTA	FECHA_COMPROBANTE	NUMERO_COMPROBANTE	TIPO_COMPROBANTE	NOMBRE_COMPROBANTE	DEBITO	CREDITO	NIT_TERCERO	NOMBRE_COMUN	TIPO_PERSONA	DESCRIPCION	USUARIO	CODIGO_PRODUCTO
28/02/23	39150001001	3	39	3915	391500	39150001	39150001001	GANANCIA DEL EJERCICIO	28/02/23	4	18	CIERRES	0	373439,95	805012921	PATRIMONIOS AUTONOMOS ACCIÓN FIDUCIARIA	JURIDICA	UTILIDAD O PERDIDAD	SYSTRX	1
28/02/23	59050001001	5	59	5905	590500	59050001	59050001001	GANANCIAS Y PÉRDIDAS	28/02/23	4	18	CIERRES	373439,95	0	805012921	PATRIMONIOS AUTONOMOS ACCIÓN FIDUCIARIA	JURIDICA	UTILIDAD O PERDIDAD	SYSTRX	1
28/02/23	41080501001	4	41	4108	410805	41080501	41080501001	POR INCREMENTO EN EL VALOR DE MERCADO	28/02/23	19	1	INGRESOS	0	333845,18	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	YRAIGOSA	1
28/02/23	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	28/02/23	19	1	INGRESOS	333845,18	0	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	YRAIGOSA	1
02/03/23	35050501001	3	35	3505	350505	35050501	35050501001	APORTES EN DINERO	02/03/23	20	1	INGRESOS	0	455000	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	RECAUDO DE FIDEICOMISOS	CNIEVES	1
02/03/23	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	02/03/23	20	1	INGRESOS	455000	0	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	RECAUDO DE FIDEICOMISOS	CNIEVES	1
02/03/23	41080501001	4	41	4108	410805	41080501	41080501001	POR INCREMENTO EN EL VALOR DE MERCADO	02/03/23	21	1	INGRESOS	0	2505,17	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	RENDIMIENTOS DIFERENTES A LOS BARRIDOS	CNIEVES	1
02/03/23	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	02/03/23	21	1	INGRESOS	2505,17	0	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	RENDIMIENTOS DIFERENTES A LOS BARRIDOS	CNIEVES	1
08/03/23	25110501001	2	25	2511	251105	25110501	25110501001	PROVEEDORES	08/03/23	5	62	CAUSACION DE PAGOS	0	13000000	901062783	CIUDAD RUITOQUE SAS	JURIDICA	111528-FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS MONTE	CNIEVES	1
08/03/23	35100501001	3	35	3510	351005	35100501	35100501001	RESTITUCION DE APORTES	08/03/23	5	62	CAUSACION DE PAGOS	13000000	0	901062783	CIUDAD RUITOQUE SAS	JURIDICA	111528-FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS MONTE	CNIEVES	1
08/03/23	25110501001	2	25	2511	251105	25110501	25110501001	PROVEEDORES	08/03/23	9	2	EGRESOS	13000000	0	901062783	CIUDAD RUITOQUE SAS	JURIDICA	111528-FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS MONTE	CNIEVES	1
08/03/23	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	08/03/23	9	2	EGRESOS	0	13000000	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	111528-FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS MONTE	CNIEVES	1
08/03/23	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	08/03/23	10	2	EGRESOS	0	4500	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	GASTO BANCARIO POR PORCENTAJE FIJO TR-1-	CNIEVES	1
08/03/23	51151201001	5	51	5115	511512	51151201	51151201001	SERVICIOS BANCARIOS	08/03/23	10	2	EGRESOS	3781,51	0	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	COSTOS DE OPERACION  -1-	CNIEVES	1
08/03/23	51151201001	5	51	5115	511512	51151201	51151201001	SERVICIOS BANCARIOS	08/03/23	10	2	EGRESOS	718,49	0	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	GASTO COMISION IVA-1-	CNIEVES	1
08/03/23	51400501005	5	51	5140	514005	51400501	51400501005	GRAVAMEN A LOS MOVIMIENTOS FINANCIEROS G	08/03/23	8505	46	EGRESO SIN CHEQUE	52000	0	111528	FA-5999 FIDEICOMISO DE ADMINISTRACION Y PAGOS VIMARSA COLOMB	JURIDICA	GRAVAMEN FINANCIERO 4*1000	CNIEVES	1
